,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
9351,CITY CENTRE,4072500.0,5.0,3.0,2.0,Condominium,3750.0,Fully Furnished
9352,KLCC,3261000.0,2.0,2.0,1.0,Serviced Residence,1087.0,Fully Furnished
9353,CITY CENTRE,4072500.0,5.0,4.0,2.0,Condominium,3285.0,Partly Furnished
9354,KLCC,3973000.0,5.0,5.0,0.0,Condominium,3973.0,Partly Furnished
9355,KLCC,4072500.0,5.0,5.0,0.0,Condominium,4477.5,Partly Furnished
9356,KLCC,2580000.0,4.0,4.0,0.0,Condominium,3109.0,Partly Furnished
9357,KLCC,2900000.0,4.0,4.0,0.0,Condominium,3439.0,Partly Furnished
9358,WANGSA MAJU,1050000.0,4.0,2.0,0.0,2-sty Terrace/Link House,2400.0,Unfurnished
9359,SUNGAI BESI,1450000.0,5.0,6.0,0.0,3-sty Terrace/Link House,2720.0,Partly Furnished
9360,SUNGAI BESI,2280000.0,5.0,6.0,6.0,3-sty Terrace/Link House,2080.0,Fully Furnished
9361,SUNGAI BESI,1330000.0,5.0,6.0,0.0,3-sty Terrace/Link House,1920.0,Partly Furnished
9362,SUNGAI BESI,3100000.0,5.0,5.0,0.0,Semi-detached House,3282.0,Partly Furnished
9363,BRICKFIELDS,785000.0,4.0,2.0,0.0,Condominium,1400.0,Unfurnished
9364,SEPUTEH,580000.0,3.0,2.0,0.0,Condominium,1300.0,Unfurnished
9365,BANGSAR,550000.0,2.0,2.0,0.0,Condominium,870.0,Unfurnished
9366,PANTAI,890000.0,3.0,2.0,0.0,Condominium,1400.0,Unfurnished
9367,SUNGAI BESI,1250000.0,5.0,5.0,3.0,3-sty Terrace/Link House,1920.0,Unfurnished
9368,TAMAN TUN DR ISMAIL,1300000.0,4.0,3.0,3.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9369,CHERAS,380000.0,2.0,1.0,0.0,Serviced Residence,695.0,Fully Furnished
9370,CHERAS,460000.0,2.0,2.0,0.0,Serviced Residence,916.0,Partly Furnished
9371,CHERAS,515000.0,3.0,2.0,1.0,Serviced Residence,1097.0,Partly Furnished
9372,KEPONG,438000.0,3.0,2.0,1.0,Apartment,1001.0,Partly Furnished
9373,KLCC,4072500.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
9374,KLCC,4072500.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
9375,KLCC,3932000.0,5.0,5.0,0.0,Condominium,2906.0,Fully Furnished
9376,KLCC,2771000.0,2.0,3.0,0.0,Condominium,1636.0,Fully Furnished
9377,BANGSAR,1180000.0,3.0,3.0,3.0,Condominium,1552.0,Partly Furnished
9378,MONT KIARA,2630000.0,5.5,5.0,3.0,Condominium,3401.0,Partly Furnished
9379,CHERAS,330000.0,1.5,1.0,0.0,Serviced Residence,610.0,Fully Furnished
9380,CHERAS,640000.0,1.5,2.0,0.0,Serviced Residence,935.0,Fully Furnished
9381,KLCC,4072500.0,5.5,8.0,0.0,Condominium,4477.5,Partly Furnished
9382,KLCC,4072500.0,5.5,7.0,0.0,Condominium,4477.5,Partly Furnished
9383,WANGSA MAJU,460000.0,3.0,3.0,2.0,Condominium,1267.0,Partly Furnished
9384,WANGSA MAJU,460000.0,3.0,3.0,2.0,Condominium,1267.0,Partly Furnished
9385,BUKIT JALIL,580000.0,3.0,2.0,2.0,Condominium,1073.0,Fully Furnished
9386,BUKIT JALIL,615000.0,4.0,2.0,2.0,Condominium,1212.0,Partly Furnished
9387,KL SENTRAL,1100000.0,2.0,2.0,1.0,Condominium,1135.0,Fully Furnished
9388,KL SENTRAL,2400000.0,5.0,4.0,1.0,Condominium,3029.0,Partly Furnished
9389,SETAPAK,510000.0,4.0,4.0,0.0,Bungalow,2950.0,Unfurnished
9390,TAMAN MELAWATI,1650000.0,4.0,4.0,2.0,Townhouse,2400.0,Partly Furnished
9391,KLCC,960000.0,3.0,2.0,0.0,Serviced Residence,777.0,Fully Furnished
9392,WANGSA MAJU,510000.0,4.0,2.0,2.0,Serviced Residence,850.0,Unfurnished
9393,KLCC,1050000.0,3.0,2.0,1.0,Serviced Residence,820.0,Fully Furnished
9394,TAMAN TUN DR ISMAIL,780000.0,3.0,3.0,1.0,Serviced Residence,1020.0,Fully Furnished
9395,SETAPAK,300000.0,3.0,2.0,2.0,Condominium,931.0,Partly Furnished
9396,KLCC,2250000.0,3.0,3.0,1.0,Serviced Residence,1600.0,Fully Furnished
9397,SUNGAI BESI,1100000.0,5.0,6.0,0.0,3-sty Terrace/Link House,1600.0,Unfurnished
9398,KLCC,1600000.0,4.0,4.0,2.0,Condominium,2315.0,Partly Furnished
9399,BUKIT BINTANG,1400000.0,3.0,3.0,2.0,Serviced Residence,1555.0,Fully Furnished
9400,BUKIT BINTANG,4000000.0,5.0,4.0,2.0,Serviced Residence,2645.0,Fully Furnished
9401,CHERAS,2500000.0,5.5,4.0,0.0,Bungalow,4477.5,Fully Furnished
9402,KL CITY,3200000.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
9403,CHERAS,820000.0,3.0,2.0,2.0,Condominium,1389.0,Partly Furnished
9404,MONT KIARA,550000.0,2.0,2.0,1.0,Condominium,931.0,Partly Furnished
9405,MONT KIARA,648000.0,3.0,2.0,2.0,Condominium,1049.0,Fully Furnished
9406,SRI PETALING,525000.0,3.0,2.0,1.0,Condominium,1200.0,Fully Furnished
9407,SRI PETALING,1280000.0,5.0,4.0,4.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9408,MONT KIARA,600000.0,3.0,2.0,1.0,Condominium,1000.0,Fully Furnished
9409,SETAPAK,620000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1600.0,Partly Furnished
9410,SETAPAK,700000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1600.0,Partly Furnished
9411,SETAPAK,530000.0,4.0,2.0,2.0,Condominium,1313.0,Unfurnished
9412,SETAPAK,300000.0,3.0,2.0,1.0,Condominium,931.0,Unfurnished
9413,SETAPAK,760000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Unfurnished
9414,SETAPAK,760000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Unfurnished
9415,SETAPAK,490000.0,4.0,2.0,2.0,Condominium,1313.0,Partly Furnished
9416,WANGSA MAJU,460000.0,3.0,2.0,1.0,Condominium,1150.0,Fully Furnished
9417,SETAPAK,620000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1600.0,Partly Furnished
9418,BATU CAVES,700000.0,5.0,3.0,2.0,2.5-sty Terrace/Link House,1400.0,Partly Furnished
9419,SETAPAK,660000.0,4.0,3.0,3.0,Condominium,1530.0,Partly Furnished
9420,WANGSA MAJU,700000.0,5.5,4.0,2.0,Condominium,2560.0,Partly Furnished
9421,JALAN KUCHING,360000.0,3.0,2.0,1.0,Apartment,1221.0,Partly Furnished
9422,SETAPAK,490000.0,4.0,2.0,3.0,Condominium,1313.0,Partly Furnished
9423,TAMAN MELAWATI,450000.0,3.0,2.0,1.0,2-sty Terrace/Link House,880.0,Unfurnished
9424,SETAPAK,510000.0,3.0,2.0,2.0,Condominium,1313.0,Partly Furnished
9425,SETAPAK,500000.0,4.0,2.0,3.0,Condominium,1333.0,Unfurnished
9426,WANGSA MAJU,390000.0,3.0,2.0,1.0,2.5-sty Terrace/Link House,1500.0,Unfurnished
9427,SETAPAK,630000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1600.0,Partly Furnished
9428,WANGSA MAJU,450000.0,4.0,3.0,2.0,Condominium,1267.0,Partly Furnished
9429,WANGSA MAJU,450000.0,4.0,3.0,2.0,Condominium,1267.0,Partly Furnished
9430,WANGSA MAJU,390000.0,3.0,2.0,1.0,2.5-sty Terrace/Link House,1500.0,Unfurnished
9431,SETAPAK,520000.0,4.0,2.0,2.0,Condominium,1313.0,Unfurnished
9432,SETAPAK,800000.0,5.0,4.0,2.0,2.5-sty Terrace/Link House,1440.0,Unfurnished
9433,TAMAN MELAWATI,550000.0,3.0,2.0,1.0,1-sty Terrace/Link House,1760.0,Partly Furnished
9434,TAMAN MELAWATI,450000.0,3.0,2.0,1.0,2-sty Terrace/Link House,880.0,Unfurnished
9435,WANGSA MAJU,450000.0,3.0,2.0,1.0,Condominium,1150.0,Fully Furnished
9436,WANGSA MAJU,450000.0,3.0,2.0,1.0,Condominium,1150.0,Fully Furnished
9437,WANGSA MAJU,700000.0,5.5,4.0,2.0,Condominium,2560.0,Partly Furnished
9438,BATU CAVES,700000.0,5.0,3.0,2.0,2.5-sty Terrace/Link House,1400.0,Partly Furnished
9439,SETAPAK,555000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1400.0,Unfurnished
9440,SETAPAK,1450000.0,5.0,3.0,4.0,Semi-detached House,3200.0,Partly Furnished
9441,SETAPAK,1450000.0,5.0,3.0,4.0,Semi-detached House,3200.0,Partly Furnished
9442,SETAPAK,330000.0,3.0,2.0,1.0,Apartment,800.0,Partly Furnished
9443,WANGSA MAJU,350000.0,3.0,2.0,0.0,Apartment,750.0,Partly Furnished
9444,JALAN KUCHING,360000.0,3.0,2.0,1.0,Apartment,1221.0,Partly Furnished
9445,SETAPAK,1020000.0,4.0,3.0,2.0,2.5-sty Terrace/Link House,2500.0,Partly Furnished
9446,KLCC,1500000.0,4.0,5.0,2.0,Condominium,2098.0,Partly Furnished
9447,KLCC,2850000.0,5.0,5.0,3.0,Condominium,3502.0,Partly Furnished
9448,KLCC,1750000.0,5.0,5.0,2.0,Condominium,2315.0,Partly Furnished
9449,BANGSAR SOUTH,760000.0,2.0,1.0,0.0,Serviced Residence,861.0,Fully Furnished
9450,KLCC,1800000.0,4.0,5.0,2.0,Condominium,2098.0,Fully Furnished
9451,KLCC,1900000.0,5.0,5.0,2.0,Condominium,2315.0,Partly Furnished
9452,BANGSAR SOUTH,580000.0,1.5,1.0,0.0,Serviced Residence,638.0,Fully Furnished
9453,SENTUL,700000.0,3.0,3.0,0.0,Condominium,999.0,Unfurnished
9454,BANGSAR SOUTH,600000.0,1.5,1.0,0.0,Serviced Residence,638.0,Fully Furnished
9455,BANGSAR,850000.0,2.0,1.0,1.0,Serviced Residence,790.0,Partly Furnished
9456,DAMANSARA HEIGHTS,2540000.0,4.0,4.0,3.0,Serviced Residence,2077.0,Partly Furnished
9457,DAMANSARA HEIGHTS,2056670.0,3.0,2.0,0.0,Serviced Residence,1668.0,Partly Furnished
9458,KLCC,2500000.0,5.0,6.0,3.0,Serviced Residence,3300.0,Partly Furnished
9459,DAMANSARA HEIGHTS,1879100.0,2.0,2.0,2.0,Serviced Residence,1634.0,Partly Furnished
9460,DUTAMAS,970000.0,2.0,2.0,0.0,Serviced Residence,1060.0,Partly Furnished
9461,KLCC,4072500.0,5.0,5.0,0.0,Condominium,3638.0,Partly Furnished
9462,KLCC,4072500.0,5.0,5.0,0.0,Condominium,2096.0,Partly Furnished
9463,AMPANG,3000000.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
9464,SENTUL,186000.0,3.0,1.0,0.0,Flat,700.0,Unfurnished
9465,AMPANG,3000000.0,5.5,5.0,0.0,Bungalow,4477.5,Partly Furnished
9466,SENTUL,186000.0,3.0,1.0,0.0,Flat,700.0,Unfurnished
9467,SENTUL,340000.0,3.0,2.0,1.0,Condominium,877.0,Partly Furnished
9468,AMPANG,930000.0,2.0,2.0,0.0,Serviced Residence,886.0,Partly Furnished
9469,KLCC,4072500.0,5.5,7.0,0.0,Condominium,4477.5,Partly Furnished
9470,KLCC,4072500.0,5.0,5.0,0.0,Condominium,3218.0,Partly Furnished
9471,SETAPAK,430000.0,3.0,2.0,1.0,Condominium,1231.0,Unfurnished
9472,MONT KIARA,4072500.0,5.5,6.0,0.0,Condominium,3671.0,Partly Furnished
9473,MONT KIARA,2000000.0,4.0,4.0,3.0,Condominium,2535.0,Partly Furnished
9474,SETAPAK,410000.0,3.0,2.0,1.0,Condominium,1231.0,Unfurnished
9475,BUKIT JALIL,295000.0,2.0,2.0,1.0,Apartment,720.0,Partly Furnished
9476,SETAPAK,695000.0,4.0,3.0,2.0,Condominium,1362.0,Partly Furnished
9477,SETAPAK,610000.0,4.0,2.0,2.0,Condominium,1362.0,Partly Furnished
9478,MONT KIARA,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Fully Furnished
9479,SETAPAK,510000.0,4.0,2.0,1.0,Condominium,1450.0,Fully Furnished
9480,TAMAN DESA,398000.0,3.0,2.0,1.0,Condominium,938.0,Fully Furnished
9481,BUKIT JALIL,619000.0,3.0,2.0,2.0,Condominium,1232.0,Unfurnished
9482,SETAPAK,590000.0,3.0,2.0,2.0,Condominium,1450.0,Partly Furnished
9483,SETAPAK,550000.0,4.0,2.0,2.0,Condominium,2100.0,Partly Furnished
9484,JALAN IPOH,510000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1440.0,Partly Furnished
9485,KLCC,830000.0,4.0,1.0,1.0,Serviced Residence,473.0,Fully Furnished
9486,KLCC,980000.0,1.5,1.0,0.0,Serviced Residence,603.0,Fully Furnished
9487,BATU CAVES,470000.0,3.0,2.0,0.0,2-sty Terrace/Link House,929.0,Unfurnished
9488,CHERAS,460000.0,2.0,2.0,1.0,Condominium,900.0,Partly Furnished
9489,JALAN KLANG LAMA (OLD KLANG ROAD),358000.0,3.0,2.0,2.0,Serviced Residence,950.0,Partly Furnished
9490,AMPANG,1700000.0,4.0,3.0,3.0,2-sty Terrace/Link House,2375.0,Partly Furnished
9491,MONT KIARA,688000.0,3.0,2.0,1.0,Serviced Residence,1062.0,Fully Furnished
9492,KUCHAI LAMA,555000.0,3.0,2.0,2.0,Condominium,1313.0,Partly Furnished
9493,AMPANG HILIR,4072500.0,5.0,6.0,3.0,Condominium,4477.5,Partly Furnished
9494,CHERAS,515000.0,2.0,2.0,1.0,Serviced Residence,736.0,Partly Furnished
9495,CHERAS,720000.0,3.0,2.0,2.0,Serviced Residence,931.0,Partly Furnished
9496,CHERAS,875000.0,4.0,2.0,2.0,Serviced Residence,1278.0,Partly Furnished
9497,CHERAS,485000.0,2.0,2.0,1.0,Serviced Residence,700.0,Partly Furnished
9498,CHERAS,610000.0,3.0,2.0,2.0,Serviced Residence,865.0,Partly Furnished
9499,CHERAS,515000.0,2.0,2.0,1.0,Serviced Residence,736.0,Partly Furnished
9500,CHERAS,1080000.0,4.0,4.0,2.0,Condominium,1672.0,Partly Furnished
9501,CHERAS,370000.0,2.0,1.0,1.0,Serviced Residence,610.0,Fully Furnished
9502,JALAN KLANG LAMA (OLD KLANG ROAD),560000.0,4.0,1.0,1.0,Serviced Residence,872.0,Fully Furnished
9503,SETAPAK,1500000.0,5.5,4.0,0.0,Semi-detached House,3200.0,Partly Furnished
9504,KEPONG,1600000.0,5.5,6.0,0.0,3-sty Terrace/Link House,2400.0,Partly Furnished
9505,BUKIT JALIL,670000.0,2.0,2.0,0.0,Serviced Residence,721.0,Fully Furnished
9506,BUKIT TUNKU (KENNY HILLS),1900000.0,4.0,4.0,4.0,Condominium,2400.0,Partly Furnished
9507,BUKIT TUNKU (KENNY HILLS),2280000.0,4.0,4.0,4.0,Condominium,2368.0,Fully Furnished
9508,DESA PARKCITY,2800000.0,4.0,4.0,3.0,3-sty Terrace/Link House,3211.0,Partly Furnished
9509,DESA PARKCITY,2950000.0,4.0,4.0,3.0,3-sty Terrace/Link House,3211.0,Partly Furnished
9510,DESA PARKCITY,2650000.0,4.0,4.0,3.0,3-sty Terrace/Link House,3211.0,Unfurnished
9511,SEGAMBUT,620000.0,3.0,3.0,2.0,Condominium,1155.0,Partly Furnished
9512,SEGAMBUT,821000.0,4.0,3.0,3.0,Condominium,1614.0,Partly Furnished
9513,SEGAMBUT,700000.0,3.0,3.0,2.0,Condominium,1203.0,Partly Furnished
9514,JALAN KUCHING,998000.0,4.0,3.0,2.0,Condominium,1800.0,Fully Furnished
9515,JALAN KUCHING,1195000.0,4.0,3.0,2.0,Condominium,1800.0,Fully Furnished
9516,DESA PARKCITY,1810000.0,4.0,2.0,2.0,Condominium,1637.0,Fully Furnished
9517,DESA PARKCITY,1550000.0,3.0,2.0,1.0,Condominium,1346.0,Fully Furnished
9518,MONT KIARA,720000.0,3.0,2.0,1.0,Condominium,1280.0,Partly Furnished
9519,SEGAMBUT,1600000.0,4.0,3.0,0.0,2-sty Terrace/Link House,3234.0,Partly Furnished
9520,KEPONG,1900000.0,5.5,5.0,0.0,3-sty Terrace/Link House,4477.5,Fully Furnished
9521,CITY CENTRE,1350000.0,4.0,3.0,2.0,Condominium,2633.0,Fully Furnished
9522,CITY CENTRE,1050000.0,3.0,3.0,1.0,Condominium,1347.0,Fully Furnished
9523,DESA PARKCITY,1500000.0,2.0,2.0,2.0,Condominium,1292.0,Fully Furnished
9524,CHERAS,348000.0,3.0,3.0,1.0,Apartment,790.0,Fully Furnished
9525,SRI PETALING,3800000.0,5.5,9.0,0.0,Bungalow,4477.5,Partly Furnished
9526,SALAK SELATAN,2900000.0,5.5,7.0,0.0,Bungalow,4477.5,Partly Furnished
9527,BUKIT JALIL,930000.0,3.0,2.0,2.0,Serviced Residence,1218.0,Fully Furnished
9528,CHERAS,198000.0,3.0,2.0,1.0,Apartment,753.0,Partly Furnished
9529,JALAN KLANG LAMA (OLD KLANG ROAD),1050000.0,3.0,3.0,0.0,Condominium,1875.0,Unfurnished
9530,BUKIT JALIL,998000.0,4.0,3.0,3.0,Condominium,1508.0,Partly Furnished
9531,BANGSAR SOUTH,1374000.0,3.0,2.0,1.0,Serviced Residence,1145.0,Partly Furnished
9533,JALAN KLANG LAMA (OLD KLANG ROAD),1450000.0,5.0,4.0,3.0,Condominium,2378.0,Partly Furnished
9534,SETAPAK,450000.0,3.0,2.0,1.0,2-sty Terrace/Link House,880.0,Partly Furnished
9535,TAMAN TUN DR ISMAIL,3000000.0,5.5,5.0,4.0,Semi-detached House,3300.0,Fully Furnished
9536,TAMAN TUN DR ISMAIL,1700000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1800.0,Partly Furnished
9537,SETIAWANGSA,4072500.0,5.5,10.0,8.0,Bungalow,4477.5,Fully Furnished
9538,TAMAN MELAWATI,650000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1260.0,Partly Furnished
9539,JALAN KLANG LAMA (OLD KLANG ROAD),500000.0,3.0,3.0,2.0,Condominium,1250.0,Unfurnished
9540,JALAN KLANG LAMA (OLD KLANG ROAD),477000.0,3.0,3.0,2.0,Condominium,1250.0,Unfurnished
9541,SUNGAI BESI,655000.0,3.0,2.0,2.0,Serviced Residence,1025.0,Fully Furnished
9542,SRI HARTAMAS,3600000.0,5.0,6.0,4.0,Semi-detached House,3600.0,Partly Furnished
9543,BUKIT BINTANG,1360000.0,3.0,2.0,2.0,Serviced Residence,1555.0,Fully Furnished
9544,BANGSAR SOUTH,610000.0,1.5,1.0,1.0,Serviced Residence,638.0,Fully Furnished
9545,JALAN KLANG LAMA (OLD KLANG ROAD),520000.0,3.0,3.0,3.0,Condominium,1250.0,Unfurnished
9546,JALAN KLANG LAMA (OLD KLANG ROAD),495000.0,3.0,3.0,3.0,Condominium,1250.0,Unfurnished
9547,KLCC,990000.0,1.5,1.0,1.0,Serviced Residence,655.0,Fully Furnished
9548,KLCC,1080000.0,4.0,3.0,0.0,Serviced Residence,1313.0,Partly Furnished
9549,DAMANSARA HEIGHTS,2100000.0,5.0,4.0,0.0,Condominium,3240.0,Unfurnished
9550,MONT KIARA,1420000.0,4.0,4.0,2.0,Condominium,1496.0,Partly Furnished
9551,KLCC,1250000.0,3.0,3.0,2.0,Serviced Residence,1184.0,Fully Furnished
9552,DAMANSARA HEIGHTS,4072500.0,5.5,6.0,2.0,Serviced Residence,3078.0,Fully Furnished
9553,BUKIT JALIL,620000.0,3.0,2.0,2.0,Condominium,1206.0,Partly Furnished
9554,KL CITY,950000.0,2.0,2.0,2.0,Serviced Residence,674.0,Fully Furnished
9555,SEPUTEH,1000000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1540.0,Unfurnished
9556,BANGSAR,4072500.0,5.5,7.0,4.0,Bungalow,4477.5,Partly Furnished
9557,DAMANSARA HEIGHTS,4072500.0,5.5,5.0,4.0,Bungalow,4200.0,Partly Furnished
9558,DAMANSARA HEIGHTS,4072500.0,5.5,8.0,6.0,Bungalow,4477.5,Partly Furnished
9559,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,4.0,Bungalow,4477.5,Partly Furnished
9560,WANGSA MAJU,510000.0,4.0,3.0,1.0,Condominium,1267.0,Partly Furnished
9561,MONT KIARA,3600000.0,5.0,7.0,3.0,Bungalow,1500.0,Partly Furnished
9562,BUKIT TUNKU (KENNY HILLS),4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9563,CHERAS,989000.0,2.0,2.0,1.0,Serviced Residence,963.0,Fully Furnished
9564,BUKIT TUNKU (KENNY HILLS),4072500.0,5.0,6.0,4.0,Condominium,4477.5,Partly Furnished
9566,DAMANSARA HEIGHTS,4072500.0,5.5,5.0,6.0,Bungalow,4477.5,Partly Furnished
9567,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,3.0,Bungalow,4477.5,Partly Furnished
9568,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,3.0,Bungalow,4477.5,Partly Furnished
9569,DAMANSARA HEIGHTS,4072500.0,5.5,8.0,0.0,Bungalow,4477.5,Partly Furnished
9571,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,4.0,Bungalow,4477.5,Partly Furnished
9572,BANGSAR,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Unfurnished
9573,DAMANSARA HEIGHTS,3700000.0,5.0,7.0,0.0,Bungalow,4477.5,Partly Furnished
9574,CHERAS,172000.0,2.0,1.0,1.0,Flat,560.0,Partly Furnished
9575,TAMAN MELAWATI,4060000.0,5.5,6.0,3.0,Bungalow,4477.5,Fully Furnished
9576,TAMAN MELAWATI,3300000.0,5.5,6.0,2.0,Semi-detached House,4477.5,Fully Furnished
9577,TAMAN MELAWATI,3370000.0,5.5,8.0,8.0,Bungalow,4477.5,Partly Furnished
9579,TAMAN MELAWATI,3600000.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
9580,TAMAN MELAWATI,1810000.0,5.0,6.0,2.0,3-sty Terrace/Link House,1800.0,Unfurnished
9581,TAMAN MELAWATI,1980000.0,5.0,6.0,2.0,3-sty Terrace/Link House,1800.0,Partly Furnished
9582,CHERAS,280000.0,3.0,2.0,1.0,Apartment,780.0,Partly Furnished
9583,TAMAN MELAWATI,3300000.0,5.5,6.0,3.0,Bungalow,4477.5,Fully Furnished
9584,TAMAN MELAWATI,2480000.0,4.0,5.0,3.0,Bungalow,4477.5,Unfurnished
9585,TAMAN MELAWATI,1955000.0,5.5,7.0,3.0,Semi-detached House,3200.0,Partly Furnished
9586,CHERAS,2700000.0,5.5,6.0,3.0,Semi-detached House,4477.5,Partly Furnished
9587,KLCC,1818500.0,4.0,3.0,0.0,Condominium,2250.0,Partly Furnished
9588,TAMAN MELAWATI,3600000.0,5.5,7.0,5.0,Bungalow,4477.5,Partly Furnished
9589,CHERAS,2850000.0,5.5,6.0,4.0,Semi-detached House,4477.5,Partly Furnished
9590,AMPANG HILIR,4072500.0,5.5,5.0,5.0,Bungalow,4477.5,Partly Furnished
9591,TAMAN MELAWATI,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
9592,TAMAN MELAWATI,4072500.0,5.5,8.0,5.0,Bungalow,4477.5,Partly Furnished
9593,TAMAN MELAWATI,4072500.0,5.5,8.0,5.0,Bungalow,4477.5,Unfurnished
9594,TAMAN MELAWATI,2990000.0,5.5,6.0,3.0,Bungalow,3150.0,Partly Furnished
9595,TAMAN MELAWATI,2880000.0,5.0,5.0,3.0,Semi-detached House,4477.5,Partly Furnished
9596,BANGSAR SOUTH,2800000.0,5.0,5.0,2.0,Semi-detached House,2240.0,Partly Furnished
9598,TAMAN MELAWATI,2370000.0,5.0,5.0,3.0,Bungalow,4477.5,Partly Furnished
9599,TAMAN MELAWATI,2990000.0,4.0,5.0,3.0,Bungalow,4477.5,Fully Furnished
9600,TAMAN MELAWATI,2176000.0,5.0,3.0,5.0,Semi-detached House,4477.5,Partly Furnished
9602,TAMAN MELAWATI,1570000.0,4.0,2.0,6.0,Bungalow,4477.5,Unfurnished
9603,TAMAN MELAWATI,2980000.0,5.5,7.0,3.0,Bungalow,4477.5,Partly Furnished
9604,TAMAN MELAWATI,4072500.0,5.0,6.0,4.0,Bungalow,4477.5,Partly Furnished
9605,TAMAN MELAWATI,2330000.0,5.5,7.0,3.0,Semi-detached House,3200.0,Partly Furnished
9606,BANGSAR,2500000.0,5.0,5.0,2.0,Semi-detached House,2240.0,Partly Furnished
9607,TAMAN MELAWATI,1790000.0,5.0,5.0,3.0,3-sty Terrace/Link House,4000.0,Partly Furnished
9608,TAMAN MELAWATI,2600000.0,5.0,4.0,5.0,Bungalow,4477.5,Partly Furnished
9609,TAMAN MELAWATI,1800000.0,5.5,7.0,3.0,Semi-detached House,3600.0,Unfurnished
9610,AMPANG HILIR,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9611,DAMANSARA HEIGHTS,4072500.0,5.5,5.0,3.0,Bungalow,4477.5,Partly Furnished
9612,TAMAN MELAWATI,3530000.0,5.5,7.0,3.0,Bungalow,4477.5,Partly Furnished
9613,TAMAN MELAWATI,3730000.0,5.5,7.0,3.0,Bungalow,4477.5,Partly Furnished
9614,TAMAN MELAWATI,3000000.0,5.0,3.0,3.0,Semi-detached House,4477.5,Partly Furnished
9615,TAMAN MELAWATI,2250000.0,5.0,5.0,3.0,Semi-detached House,3595.0,Partly Furnished
9616,SETAPAK,1900000.0,5.5,6.0,4.0,3-sty Terrace/Link House,2460.0,Fully Furnished
9617,SETAPAK,1400000.0,5.5,6.0,4.0,3-sty Terrace/Link House,1640.0,Unfurnished
9618,TAMAN MELAWATI,4072500.0,5.5,7.0,6.0,Bungalow,4477.5,Fully Furnished
9619,TAMAN MELAWATI,2190000.0,5.0,5.0,4.0,Semi-detached House,4305.0,Partly Furnished
9620,TAMAN MELAWATI,2300000.0,5.5,4.0,4.0,Bungalow,3821.0,Partly Furnished
9621,SETAPAK,1500000.0,5.5,6.0,4.0,3-sty Terrace/Link House,1640.0,Unfurnished
9622,CHERAS,2480000.0,5.5,6.0,0.0,Semi-detached House,3500.0,Partly Furnished
9623,BANGSAR,4072500.0,5.0,4.0,3.0,Bungalow,4477.5,Partly Furnished
9624,CHERAS,2100000.0,5.5,5.0,0.0,Semi-detached House,3060.0,Unfurnished
9625,OUG,4072500.0,5.5,5.0,5.0,Bungalow,4477.5,Fully Furnished
9626,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
9627,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
9628,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
9629,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
9630,CHERAS,579964.0,4.0,1.0,1.0,Serviced Residence,821.0,Partly Furnished
9631,CHERAS,501433.0,4.0,1.0,1.0,Serviced Residence,596.0,Partly Furnished
9632,CHERAS,650000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9633,CHERAS,1800000.0,5.0,5.0,0.0,Semi-detached House,3800.0,Unfurnished
9634,CHERAS,1900000.0,5.5,5.0,0.0,Semi-detached House,2890.0,Unfurnished
9635,CHERAS,1680000.0,5.0,5.0,0.0,Semi-detached House,4000.0,Unfurnished
9636,CHERAS,1150000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House,1650.0,Partly Furnished
