,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
9637,KUCHAI LAMA,435000.0,2.0,2.0,2.0,Condominium,936.0,Unfurnished
9638,CHERAS,1690000.0,5.0,4.0,0.0,Semi-detached House,4000.0,Unfurnished
9639,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9640,PANTAI,4072500.0,5.0,5.0,3.0,Bungalow,4477.5,Fully Furnished
9641,PANTAI,4072500.0,5.0,4.0,4.0,Bungalow,4477.5,Fully Furnished
9642,DAMANSARA HEIGHTS,4072500.0,5.5,7.0,2.0,Semi-detached House,3400.0,Fully Furnished
9643,CHERAS,2700000.0,5.5,6.0,4.0,Bungalow,4477.5,Partly Furnished
9644,CHERAS,2180000.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9645,KLCC,1300000.0,3.0,2.0,1.0,Serviced Residence,1259.0,Fully Furnished
9646,KLCC,1180000.0,2.0,2.0,1.0,Serviced Residence,1055.0,Fully Furnished
9647,CHERAS,850000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1600.0,Partly Furnished
9648,CHERAS,880000.0,4.0,2.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9649,CHERAS,790000.0,4.0,2.0,0.0,2-sty Terrace/Link House,4133.0,Unfurnished
9650,CHERAS,400000.0,3.0,2.0,0.0,Condominium,927.0,Partly Furnished
9651,CHERAS,230000.0,3.0,2.0,1.0,Apartment,800.0,Partly Furnished
9652,AMPANG,750000.0,3.0,2.0,2.0,Serviced Residence,950.0,Fully Furnished
9653,AMPANG,620000.0,2.0,2.0,1.0,Serviced Residence,856.0,Partly Furnished
9654,AMPANG,1100000.0,3.0,3.0,2.0,Serviced Residence,1210.0,Fully Furnished
9655,CHERAS,450000.0,3.0,2.0,2.0,Condominium,1018.0,Unfurnished
9656,BUKIT JALIL,600000.0,3.0,2.0,0.0,Condominium,1100.0,Unfurnished
9657,TAMAN TUN DR ISMAIL,1150000.0,3.0,3.0,1.0,Serviced Residence,1313.0,Fully Furnished
9658,CHERAS,680000.0,4.0,2.0,2.0,Condominium,1460.0,Partly Furnished
9659,CHERAS,680000.0,4.0,2.0,2.0,Condominium,1460.0,Partly Furnished
9660,SUNWAY SPK,1880000.0,5.5,4.0,0.0,2.5-sty Terrace/Link House,1650.0,Partly Furnished
9661,CHERAS,580000.0,3.0,3.0,1.0,Condominium,1376.0,Partly Furnished
9662,CHERAS,680000.0,4.0,2.0,0.0,Condominium,1460.0,Partly Furnished
9663,JALAN IPOH,598000.0,3.0,2.0,2.0,Condominium,968.0,Unfurnished
9664,CHERAS,346000.0,1.5,1.0,0.0,Serviced Residence,610.0,Fully Furnished
9665,CHERAS,410000.0,3.0,2.0,1.0,Condominium,966.0,Partly Furnished
9666,CHERAS,348000.0,1.5,1.0,0.0,Serviced Residence,610.0,Fully Furnished
9667,WANGSA MAJU,570000.0,4.0,2.0,1.0,Serviced Residence,850.0,Partly Furnished
9668,CHERAS,1300000.0,5.0,3.0,0.0,2-sty Terrace/Link House,2850.0,Partly Furnished
9669,MONT KIARA,1060000.0,1.5,1.0,1.0,Serviced Residence,1169.0,Partly Furnished
9670,MONT KIARA,2500000.0,3.0,4.0,3.0,Serviced Residence,2304.0,Partly Furnished
9671,CHERAS,820000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1760.0,Unfurnished
9672,BUKIT JALIL,500000.0,3.0,3.0,2.0,Condominium,1023.0,Unfurnished
9673,KERAMAT,500000.0,3.0,2.0,2.0,Condominium,1003.0,Unfurnished
9674,CHERAS,700000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1560.0,Partly Furnished
9675,TAMAN TUN DR ISMAIL,900000.0,3.0,2.0,1.0,Condominium,1474.0,Partly Furnished
9677,TAMAN TUN DR ISMAIL,800000.0,3.0,2.0,1.0,Condominium,1350.0,Fully Furnished
9678,TAMAN TUN DR ISMAIL,1280000.0,4.0,4.0,0.0,Condominium,1836.0,Partly Furnished
9679,KLCC,1220000.0,4.0,2.0,1.0,Condominium,1432.0,Fully Furnished
9680,DUTAMAS,468000.0,4.0,3.0,1.0,Condominium,1432.0,Partly Furnished
9681,SENTUL,430000.0,3.0,2.0,1.0,Condominium,1130.0,Partly Furnished
9682,DUTAMAS,558000.0,3.0,3.0,1.0,Condominium,1496.0,Partly Furnished
9683,JALAN SULTAN ISMAIL,739000.0,2.0,2.0,1.0,Serviced Residence,862.0,Fully Furnished
9684,BRICKFIELDS,640000.0,4.0,1.0,0.0,Serviced Residence,527.0,Fully Furnished
9685,SUNGAI BESI,600000.0,3.0,2.0,0.0,Condominium,1044.0,Unfurnished
9686,JALAN IPOH,750000.0,4.0,3.0,2.0,Condominium,1275.0,Partly Furnished
9687,TAMAN DESA,2600000.0,5.0,4.0,4.0,Semi-detached House,3821.0,Fully Furnished
9688,CHERAS,430000.0,3.0,2.0,0.0,Condominium,1008.0,Unfurnished
9689,CHERAS,868000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1755.0,Unfurnished
9690,KL SENTRAL,2100000.0,2.0,2.0,1.0,Serviced Residence,1625.0,Fully Furnished
9691,CHERAS,880000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1400.0,Partly Furnished
9692,CHERAS,795000.0,2.0,2.0,0.0,Serviced Residence,1066.0,Partly Furnished
9693,KL SENTRAL,2330000.0,4.0,4.0,2.0,Serviced Residence,1787.0,Partly Furnished
9694,CHERAS,1880000.0,5.5,6.0,0.0,Semi-detached House,3200.0,Partly Furnished
9695,CHERAS,2150000.0,5.5,6.0,0.0,Semi-detached House,3200.0,Partly Furnished
9696,CHERAS,282000.0,3.0,2.0,0.0,Apartment,730.0,Partly Furnished
9697,TAMAN DESA,430000.0,1.5,1.0,1.0,Serviced Residence,578.0,Fully Furnished
9698,CITY CENTRE,695000.0,4.0,3.0,1.0,Condominium,1313.0,Fully Furnished
9699,KL SENTRAL,1790000.0,2.0,2.0,1.0,Serviced Residence,1453.0,Partly Furnished
9700,KUCHAI LAMA,580000.0,3.0,2.0,2.0,Condominium,986.0,Partly Furnished
9701,AMPANG,528000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1300.0,Partly Furnished
9702,TAMAN TUN DR ISMAIL,820000.0,3.0,2.0,1.0,Condominium,1356.0,Unfurnished
9704,SETAPAK,515000.0,3.0,2.0,2.0,Condominium,908.0,Unfurnished
9705,CHERAS,1100000.0,5.0,5.0,0.0,2-sty Terrace/Link House,1760.0,Partly Furnished
9706,CHERAS,1755000.0,5.0,4.0,2.0,Semi-detached House,2800.0,Unfurnished
9707,SETAPAK,450000.0,4.0,2.0,2.0,Condominium,1272.0,Unfurnished
9708,SETAPAK,670000.0,4.0,3.0,2.0,Condominium,1530.0,Unfurnished
9709,BUKIT JALIL,380000.0,3.0,2.0,1.0,Apartment,820.0,Partly Furnished
9710,SETAPAK,520000.0,3.0,2.0,2.0,Condominium,1100.0,Unfurnished
9711,SETAPAK,275000.0,3.0,2.0,1.0,Condominium,850.0,Fully Furnished
9712,SETAPAK,430000.0,3.0,2.0,1.0,Condominium,1231.0,Unfurnished
9713,TAMAN DESA,486000.0,3.0,2.0,0.0,Serviced Residence,945.0,Unfurnished
9714,KLCC,4072500.0,5.0,6.0,2.0,Serviced Residence,3300.0,Fully Furnished
9715,KLCC,4072500.0,5.5,5.0,3.0,Condominium,4477.5,Partly Furnished
9716,JALAN IPOH,486000.0,3.0,2.0,0.0,Condominium,978.0,Unfurnished
9717,KEPONG,3200000.0,5.5,5.0,0.0,Semi-detached House,4050.0,Partly Furnished
9718,CHERAS,630000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1200.0,Partly Furnished
9719,CHERAS,990000.0,4.0,3.0,0.0,2.5-sty Terrace/Link House,1540.0,Partly Furnished
9720,CHERAS,1350000.0,5.0,4.0,0.0,3-sty Terrace/Link House,2800.0,Partly Furnished
9721,AMPANG,685000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1300.0,Partly Furnished
9722,CHERAS,820000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1540.0,Unfurnished
9723,WANGSA MAJU,510000.0,4.0,2.0,2.0,Serviced Residence,850.0,Partly Furnished
9724,SETAPAK,425000.0,3.0,2.0,1.0,Condominium,1231.0,Unfurnished
9725,CHERAS,600000.0,2.0,1.0,0.0,2-sty Terrace/Link House,770.0,Unfurnished
9726,MONT KIARA,720000.0,1.5,1.0,0.0,Serviced Residence,692.0,Fully Furnished
9727,CHERAS,708000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9728,CHERAS,580000.0,4.0,2.0,0.0,2-sty Terrace/Link House,1080.0,Unfurnished
9729,CHERAS,870000.0,5.0,3.0,0.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9730,KLCC,1890000.0,4.0,2.0,0.0,Condominium,3412.0,Unfurnished
9731,CHERAS,580000.0,4.0,2.0,0.0,Serviced Residence,821.0,Partly Furnished
9732,CHERAS,535000.0,1.5,1.0,1.0,Serviced Residence,762.0,Partly Furnished
9733,AMPANG HILIR,565000.0,4.0,3.0,1.0,Serviced Residence,502.0,Fully Furnished
9734,CHERAS,2300000.0,5.5,6.0,0.0,Semi-detached House,4477.5,Partly Furnished
9735,CHERAS,3000000.0,5.5,3.0,0.0,Semi-detached House,4477.5,Partly Furnished
9736,KLCC,1280000.0,3.0,2.0,0.0,Serviced Residence,792.0,Partly Furnished
9737,KLCC,2180000.0,4.0,3.0,2.0,Serviced Residence,1591.0,Fully Furnished
9738,BUKIT JALIL,630000.0,2.0,2.0,2.0,Serviced Residence,791.0,Unfurnished
9739,JALAN KUCHING,1550000.0,5.0,5.0,0.0,3-sty Terrace/Link House,2720.0,Partly Furnished
9740,MONT KIARA,1700000.0,4.0,5.0,2.0,Condominium,2025.0,Partly Furnished
9741,MONT KIARA,2300000.0,5.0,5.0,2.0,Condominium,2498.0,Partly Furnished
9742,MONT KIARA,630000.0,1.5,1.0,1.0,Serviced Residence,743.0,Partly Furnished
9743,MONT KIARA,950000.0,2.0,3.0,0.0,Serviced Residence,1586.0,Partly Furnished
9744,SENTUL,350000.0,4.0,2.0,0.0,Serviced Residence,823.5,Unfurnished
9745,SENTUL,350000.0,4.0,2.0,0.0,Serviced Residence,823.5,Unfurnished
9746,SENTUL,350000.0,4.0,2.0,0.0,Serviced Residence,823.5,Unfurnished
9747,CHERAS,450277.0,3.0,2.0,2.0,Condominium,850.0,Unfurnished
9749,CHERAS,450000.0,3.0,2.0,2.0,Condominium,925.0,Unfurnished
9750,KEPONG,1250000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
9751,KEPONG,465000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1430.0,Partly Furnished
9752,KEPONG,1450000.0,5.5,6.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
9753,CHERAS,513917.0,4.0,2.0,2.0,Condominium,1000.0,Partly Furnished
9754,TAMAN TUN DR ISMAIL,1388000.0,3.0,2.0,1.0,Serviced Residence,1095.0,Fully Furnished
9755,CHERAS,450277.0,3.0,2.0,2.0,Condominium,850.0,Unfurnished
9756,KEPONG,1350000.0,5.5,6.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
9757,KEPONG,1300000.0,5.5,5.0,0.0,3-sty Terrace/Link House,1650.0,Partly Furnished
9758,KEPONG,1080000.0,5.5,4.0,0.0,3-sty Terrace/Link House,1400.0,Partly Furnished
9759,MONT KIARA,1690000.0,5.0,5.0,2.0,Condominium,2025.0,Partly Furnished
9760,MONT KIARA,2150000.0,4.0,4.0,0.0,Condominium,3133.0,Partly Furnished
9761,CHERAS,513917.0,4.0,2.0,2.0,Condominium,1000.0,Partly Furnished
9762,CHERAS,450277.0,3.0,2.0,2.0,Condominium,850.0,Partly Furnished
9763,CHERAS,483800.0,2.0,2.0,2.0,Condominium,1017.5,Partly Furnished
9767,JALAN IPOH,1250000.0,5.5,5.0,0.0,3-sty Terrace/Link House,1920.0,Partly Furnished
9768,KEPONG,2100000.0,5.0,6.0,0.0,3-sty Terrace/Link House,2495.0,Partly Furnished
9769,MONT KIARA,2300000.0,5.5,5.0,4.0,Semi-detached House,1830.0,Partly Furnished
9770,SRI PETALING,1000000.0,4.0,5.0,3.0,Condominium,2024.0,Partly Furnished
9771,KL CITY,400000.0,1.5,1.0,0.0,Serviced Residence,466.0,Fully Furnished
9772,CHERAS,768000.0,4.0,3.0,2.0,2-sty Terrace/Link House,1650.0,Partly Furnished
9773,WANGSA MAJU,520000.0,4.0,2.0,2.0,Serviced Residence,850.0,Partly Furnished
9774,WANGSA MAJU,465000.0,3.0,2.0,1.0,Serviced Residence,770.0,Fully Furnished
9776,WANGSA MAJU,506000.0,4.0,2.0,2.0,Serviced Residence,850.0,Unfurnished
9777,WANGSA MAJU,480000.0,3.0,2.0,1.0,Serviced Residence,770.0,Fully Furnished
9778,BUKIT JALIL,518000.0,3.0,3.0,2.0,Condominium,1003.0,Unfurnished
9779,BUKIT BINTANG,635000.0,1.5,1.0,0.0,Serviced Residence,574.0,Fully Furnished
9780,SENTUL,638000.0,2.0,2.0,1.0,Condominium,1115.0,Partly Furnished
9781,SENTUL,750000.0,4.0,3.0,3.0,Condominium,1345.0,Fully Furnished
9782,SENTUL,770000.0,4.0,3.0,1.0,Condominium,1345.0,Fully Furnished
9783,BANGSAR,1350000.0,3.0,2.0,0.0,Townhouse,2238.0,Unfurnished
9784,AMPANG HILIR,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Unfurnished
9785,MONT KIARA,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
9786,WANGSA MAJU,380000.0,3.0,2.0,2.0,Serviced Residence,800.0,Partly Furnished
9787,MONT KIARA,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
9790,MONT KIARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9791,JALAN KLANG LAMA (OLD KLANG ROAD),4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9793,AMPANG HILIR,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9794,MONT KIARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9795,MONT KIARA,4072500.0,5.5,6.0,0.0,Semi-detached House,3900.0,Partly Furnished
9796,SEGAMBUT,640000.0,3.0,3.0,2.0,Condominium,1019.0,Partly Furnished
9797,SEGAMBUT,695000.0,4.0,3.0,1.0,Condominium,1019.0,Partly Furnished
9798,MONT KIARA,2819450.0,4.0,4.0,3.0,Condominium,3317.0,Partly Furnished
9799,MONT KIARA,3476500.0,5.0,5.0,3.0,Condominium,4090.0,Unfurnished
9800,MONT KIARA,720000.0,3.0,2.0,1.0,Condominium,1208.0,Fully Furnished
9801,MONT KIARA,2819450.0,5.0,5.0,3.0,Condominium,3317.0,Partly Furnished
9802,MONT KIARA,3856450.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
9803,BANGSAR,3724850.0,5.0,4.0,3.0,Condominium,3239.0,Partly Furnished
9804,MONT KIARA,3100000.0,5.5,6.0,0.0,3-sty Terrace/Link House,2800.0,Partly Furnished
9805,SEGAMBUT,700000.0,4.0,3.0,2.0,Condominium,1019.0,Fully Furnished
9806,JALAN KLANG LAMA (OLD KLANG ROAD),1280000.0,5.0,4.0,2.0,Condominium,2128.0,Partly Furnished
9807,AMPANG HILIR,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9808,MONT KIARA,4072500.0,5.5,6.0,0.0,Semi-detached House,3800.0,Partly Furnished
9809,MONT KIARA,3720340.0,5.5,5.0,3.0,Condominium,4477.5,Partly Furnished
9810,MONT KIARA,3200000.0,5.0,5.0,3.0,Condominium,3729.0,Partly Furnished
9811,BANGSAR,4072500.0,5.0,5.0,4.0,Condominium,4477.5,Partly Furnished
9812,MONT KIARA,4072500.0,5.5,5.0,0.0,Semi-detached House,4000.0,Partly Furnished
9813,JALAN KLANG LAMA (OLD KLANG ROAD),1180000.0,3.0,3.0,0.0,Condominium,1707.0,Unfurnished
9815,AMPANG HILIR,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9816,MONT KIARA,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9817,DAMANSARA HEIGHTS,4072500.0,5.0,4.0,0.0,Semi-detached House,3670.0,Partly Furnished
9818,SEGAMBUT,629000.0,3.0,2.0,2.0,Condominium,1019.0,Partly Furnished
9819,KL SENTRAL,1053000.0,4.0,3.0,0.0,Condominium,1528.0,Unfurnished
9820,TAMAN DESA,450000.0,3.0,2.0,1.0,Condominium,1249.0,Unfurnished
9821,BATU CAVES,720000.0,3.0,3.0,0.0,Townhouse,1840.0,Fully Furnished
9823,MONT KIARA,489000.0,1.5,1.0,1.0,Serviced Residence,678.0,Unfurnished
9824,JALAN KUCHING,388000.0,3.0,2.0,1.0,Apartment,1151.0,Partly Furnished
9825,BANGSAR,4072500.0,5.0,5.0,0.0,Condominium,4477.5,Partly Furnished
9826,DAMANSARA HEIGHTS,3750000.0,5.0,5.0,0.0,Semi-detached House,3300.0,Partly Furnished
9827,AMPANG HILIR,4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9828,BANGSAR,4072500.0,5.0,5.0,0.0,Condominium,3239.0,Partly Furnished
9829,BUKIT JALIL,530000.0,2.0,1.0,1.0,Serviced Residence,667.0,Partly Furnished
9830,BANGSAR,4072500.0,4.0,4.0,0.0,Condominium,3658.0,Partly Furnished
9831,TAMAN DESA,455000.0,3.0,2.0,1.0,Condominium,945.0,Partly Furnished
9832,TAMAN DESA,225000.0,2.0,1.0,0.0,Apartment,600.0,Unfurnished
9833,TAMAN TUN DR ISMAIL,1550000.0,3.0,3.0,2.0,Serviced Residence,1445.0,Partly Furnished
9834,SENTUL,640000.0,4.0,3.0,1.0,Condominium,1412.0,Partly Furnished
9835,TAMAN TUN DR ISMAIL,1790000.0,3.0,3.0,2.0,Serviced Residence,1445.0,Fully Furnished
9836,KUCHAI LAMA,360000.0,3.0,2.0,1.0,Condominium,959.0,Unfurnished
9837,BANGSAR,2800000.0,5.0,3.0,2.0,Semi-detached House,4477.5,Unfurnished
9838,SRI HARTAMAS,430000.0,1.5,1.0,0.0,Serviced Residence,600.0,Fully Furnished
9839,SRI HARTAMAS,380000.0,4.0,1.0,0.0,Serviced Residence,495.0,Fully Furnished
9840,SRI HARTAMAS,380000.0,4.0,1.0,0.0,Serviced Residence,495.0,Fully Furnished
9841,BANGSAR,2800000.0,5.0,3.0,2.0,Semi-detached House,4477.5,Unfurnished
9842,KLCC,880000.0,1.5,1.0,0.0,Serviced Residence,592.0,Fully Furnished
9843,KLCC,4072500.0,2.0,2.0,2.0,Condominium,1345.0,Partly Furnished
9844,KEPONG,220000.0,3.0,2.0,1.0,Apartment,650.0,Unfurnished
9845,JALAN KLANG LAMA (OLD KLANG ROAD),380000.0,3.0,2.0,2.0,Serviced Residence,950.0,Partly Furnished
9846,BUKIT JALIL,650000.0,2.0,1.0,1.0,Serviced Residence,721.0,Partly Furnished
9848,KEPONG,1680000.0,5.5,4.0,0.0,2-sty Terrace/Link House,4080.0,Partly Furnished
9849,JALAN KLANG LAMA (OLD KLANG ROAD),450000.0,3.0,2.0,2.0,Serviced Residence,950.0,Partly Furnished
9850,BUKIT JALIL,845000.0,4.0,2.0,2.0,Serviced Residence,1025.0,Partly Furnished
9851,CITY CENTRE,800000.0,1.5,2.0,1.0,Serviced Residence,943.0,Fully Furnished
9852,KEPONG,1500000.0,5.0,3.0,0.0,2-sty Terrace/Link House,2560.0,Fully Furnished
9853,JALAN KLANG LAMA (OLD KLANG ROAD),4072500.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9854,JALAN IPOH,1560000.0,4.0,2.0,0.0,Bungalow,4477.5,Unfurnished
9855,JALAN IPOH,1560000.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9856,KEPONG,690000.0,3.0,2.0,0.0,1-sty Terrace/Link House,2530.0,Partly Furnished
9857,JALAN KLANG LAMA (OLD KLANG ROAD),4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9858,KLCC,840000.0,2.0,1.0,1.0,Serviced Residence,866.0,Fully Furnished
9859,BUKIT JALIL,550000.0,3.0,2.0,2.0,Condominium,1069.0,Partly Furnished
9860,BUKIT JALIL,520000.0,3.0,2.0,2.0,Condominium,1050.0,Fully Furnished
9861,SUNGAI BESI,600000.0,3.0,2.0,2.0,Condominium,1260.0,Unfurnished
9862,CHERAS,950000.0,2.0,2.0,1.0,Serviced Residence,850.0,Fully Furnished
9863,CHERAS,365000.0,3.0,2.0,2.0,Condominium,926.0,Unfurnished
9864,CHERAS,460000.0,4.0,2.0,2.0,Condominium,1142.0,Unfurnished
9866,CHERAS,280000.0,3.0,2.0,1.0,Apartment,750.0,Partly Furnished
9867,CHERAS,350000.0,3.0,2.0,1.0,Condominium,926.0,Partly Furnished
9868,SENTUL,800000.0,3.0,3.0,0.0,Condominium,1087.0,Fully Furnished
9869,KLCC,860000.0,2.0,1.0,1.0,Serviced Residence,713.0,Fully Furnished
9870,COUNTRY HEIGHTS DAMANSARA,4072500.0,4.0,2.0,0.0,Residential Land,4477.5,Unfurnished
9871,SUNGAI BESI,150000.0,3.0,2.0,0.0,Apartment,646.0,Unfurnished
9872,SEGAMBUT,688000.0,4.0,3.0,2.0,Condominium,1643.0,Partly Furnished
9873,DESA PARKCITY,3380000.0,5.5,8.0,0.0,Semi-detached House,3200.0,Unfurnished
9874,KEPONG,520000.0,3.0,2.0,1.0,Condominium,930.0,Fully Furnished
9875,JALAN KLANG LAMA (OLD KLANG ROAD),1560000.0,5.5,5.0,4.0,Semi-detached House,3885.0,Unfurnished
9876,SUNGAI BESI,538000.0,3.0,2.0,2.0,Condominium,1152.0,Partly Furnished
9877,SUNGAI BESI,540000.0,3.0,2.0,2.0,Condominium,1111.0,Partly Furnished
9878,SUNGAI BESI,485000.0,3.0,2.0,0.0,Condominium,1139.0,Partly Furnished
9879,MONT KIARA,1600000.0,4.0,3.0,2.0,Condominium,2028.0,Fully Furnished
9880,BUKIT JALIL,3600000.0,4.0,2.0,8.0,Bungalow,4477.5,Partly Furnished
9881,KEPONG,515000.0,3.0,2.0,2.0,Condominium,1109.0,Unfurnished
9882,CITY CENTRE,630000.0,3.0,3.0,1.0,Condominium,1300.0,Fully Furnished
9883,CITY CENTRE,560000.0,3.0,2.0,1.0,Condominium,1055.0,Fully Furnished
9884,CITY CENTRE,535000.0,3.0,2.0,1.0,Condominium,1050.0,Partly Furnished
9885,SRI HARTAMAS,324000.0,4.0,2.0,0.0,Serviced Residence,500.0,Unfurnished
9886,MONT KIARA,1000000.0,4.0,3.0,2.0,Condominium,1412.0,Fully Furnished
9887,MONT KIARA,848000.0,3.0,2.0,1.0,Condominium,1226.0,Fully Furnished
9889,SEGAMBUT,450000.0,3.0,2.0,2.0,Apartment,1100.0,Unfurnished
9890,SEGAMBUT,400000.0,3.0,2.0,2.0,Apartment,1100.0,Unfurnished
9891,CHERAS,1030000.0,2.0,2.0,1.0,Serviced Residence,850.0,Partly Furnished
9892,KLCC,900000.0,1.5,1.0,1.0,Condominium,850.0,Fully Furnished
9893,CHERAS,950000.0,5.0,4.0,2.0,Condominium,1672.0,Partly Furnished
9894,CHERAS,1000000.0,2.0,2.0,1.0,Serviced Residence,850.0,Partly Furnished
9895,CHERAS,345000.0,1.5,1.0,0.0,Serviced Residence,610.0,Partly Furnished
9896,SEGAMBUT,340000.0,3.0,2.0,1.0,Apartment,1142.0,Partly Furnished
9897,CHERAS,1000000.0,5.0,4.0,2.0,Condominium,1661.0,Unfurnished
9899,CHERAS,820000.0,4.0,3.0,0.0,Bungalow,2100.0,Fully Furnished
9900,CHERAS,1200000.0,5.0,4.0,5.0,Condominium,2059.0,Unfurnished
9901,SETAPAK,870000.0,3.0,2.0,2.0,Condominium,1442.0,Unfurnished
9902,SETAPAK,475000.0,1.5,1.0,1.0,Condominium,753.0,Unfurnished
9903,CHERAS,550000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1173.0,Partly Furnished
9904,JALAN KLANG LAMA (OLD KLANG ROAD),515000.0,2.0,2.0,1.0,Serviced Residence,797.0,Unfurnished
9905,BUKIT JALIL,288000.0,2.0,2.0,1.0,Apartment,878.0,Partly Furnished
9906,KLCC,1950000.0,3.0,2.0,1.0,Serviced Residence,1190.0,Fully Furnished
9907,KUCHAI LAMA,610000.0,4.0,2.0,2.0,Condominium,1450.0,Fully Furnished
9908,CHERAS,380000.0,3.0,2.0,1.0,Condominium,960.0,Fully Furnished
9909,MONT KIARA,550000.0,2.0,2.0,1.0,Condominium,931.0,Fully Furnished
9910,MONT KIARA,560000.0,2.0,2.0,1.0,Condominium,931.0,Fully Furnished
9911,BUKIT JALIL,320000.0,3.0,2.0,1.0,Apartment,878.0,Partly Furnished
9912,WANGSA MAJU,700000.0,3.0,2.0,2.0,Condominium,1152.0,Partly Furnished
9914,SETAPAK,670000.0,4.0,3.0,2.0,Condominium,1588.0,Partly Furnished
9915,SETAPAK,480000.0,3.0,2.0,1.0,Condominium,1102.0,Partly Furnished
9916,WANGSA MAJU,763530.0,3.0,2.0,2.0,Condominium,1206.0,Partly Furnished
9917,SETAPAK,468000.0,3.0,2.0,2.0,Condominium,1280.0,Unfurnished
9918,MONT KIARA,900000.0,3.0,2.0,0.0,Condominium,1300.0,Fully Furnished
9919,SETAPAK,610000.0,3.0,2.0,2.0,Condominium,1500.0,Fully Furnished
9920,WANGSA MAJU,628000.0,3.0,2.0,2.0,Condominium,991.0,Unfurnished
9921,SENTUL,1138000.0,3.0,2.0,2.0,Condominium,1757.0,Fully Furnished
9922,WANGSA MAJU,859096.0,2.0,2.0,2.0,Condominium,1033.0,Partly Furnished
9923,WANGSA MAJU,1280000.0,5.0,3.0,2.0,3-sty Terrace/Link House,1500.0,Partly Furnished
9924,CHERAS,2050000.0,5.5,5.0,0.0,Semi-detached House,3200.0,Partly Furnished
9926,COUNTRY HEIGHTS DAMANSARA,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
9927,MONT KIARA,1150000.0,4.0,3.0,3.0,Condominium,1574.0,Partly Furnished
9929,CHERAS,2680000.0,5.5,4.0,0.0,Bungalow,4477.5,Fully Furnished
9930,BUKIT BINTANG,780000.0,2.0,1.0,0.0,Serviced Residence,624.0,Fully Furnished
9931,KL CITY,1350000.0,2.0,2.0,1.0,Serviced Residence,1076.0,Fully Furnished
9932,KL CITY,1100000.0,2.0,2.0,1.0,Serviced Residence,1076.0,Fully Furnished
9933,AMPANG HILIR,4072500.0,5.5,6.0,0.0,Bungalow,4477.5,Partly Furnished
9934,MONT KIARA,620000.0,2.0,2.0,1.0,Condominium,938.0,Fully Furnished
9935,CITY CENTRE,3966600.0,5.0,5.0,2.0,Condominium,3606.0,Partly Furnished
9936,KLCC,4072500.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
9937,KLCC,2000000.0,5.0,4.0,0.0,Condominium,2315.0,Partly Furnished
9938,KLCC,1650000.0,4.0,4.0,0.0,Condominium,2315.0,Fully Furnished
9939,KLCC,3100000.0,5.0,5.0,0.0,Condominium,3502.0,Partly Furnished
9940,JALAN KLANG LAMA (OLD KLANG ROAD),730000.0,3.0,2.0,1.0,Serviced Residence,953.0,Partly Furnished
9941,KLCC,4072500.0,5.5,6.0,0.0,Condominium,4477.5,Partly Furnished
9942,KLCC,4072500.0,5.5,6.0,4.0,Condominium,4454.0,Partly Furnished
